Approved_symbol	Locus	Chromosome
HVBS4	2	2
HVBS6	4q32	4
HVBS7	18q11.1-q11.2	18
HVBS8	17p12-p11.2	17
HVCN1	12q24.11	12
HYAL1	3p21.31	3
HYAL2	3p21.31	3
HYAL3	3p21.31	3
HYAL4	7q31.32	7
HYAL6P	7q31.32	7
HYCC1	7p15.3	7
HYCC2	2q33.1	2
HYD2	16q12.1	16
HYDIN	16q22.2	16
HYDIN2	1q21.1	1
HYDINP1	3p12.2	3
HYI	1p34.2	1
HYI-AS1	1p34.2	1
HYKK	15q25.1	15
HYLS1	11q24.2	11
HYMAI	6q24.2	6
HYOU1	11q23.3	11
HYOU1-AS1	11q23.3	11
HYPK	15q15.3	15
IAH1	2p25.1	2
IAPP	12p12.1	12
IARS1	9q22.31	9
IARS2	1q41	1
IARS2P1	8q21.3	8
IATPR	10p11.22	10
IBA57	1q42.13	1
IBA57-DT	1q42.13	1
IBD2	12p13.2-q24.1	12
IBD3	6p	6
IBD4	14q11-q12	14
IBD5	5q31-q33	5
IBD6	19p13	19
IBD7	1p36	1
IBD8	16p	16
IBD9	3p26	3
IBGC1	14q	14
IBM2	9p13.3	9
IBM3	17p13.1	17
IBSP	4q22.1	4
IBTK	6q14.1	6
IBTKP1	18q12.3	18
ICA1	7p21.3	7
ICA1-AS1	7p21.3	7
ICA1L	2q33.2	2
ICAM1	19p13.2	19
ICAM2	17q23.3	17
ICAM3	19p13.2	19
ICAM4	19p13.2	19
ICAM4-AS1	19p13.2	19
ICAM5	19p13.2	19
ICCA	16p12-q12	16
ICE1	5p15.32	5
ICE2	15q22.2	15
ICE2P1	4q35.2	4
ICE2P2	3p11.1	3
ICMT	1p36.31	1
ICMT-DT	1p36.31	1
ICOS	2q33.2	2
ICOSLG	21q22.3	21
ICR1	reserved	reserved
ICR2B	2q33-q35	2
ICR3	reserved	reserved
ICR4	reserved	reserved
ICR5	reserved	reserved
ICS1	6p21.3	6
ID1	20q11.21	20
ID2	2p25.1	2
ID2-AS1	2p25.1	2
ID2B	3p14.2	3
ID3	1p36.12	1
ID4	6p22.3	6
IDDM2	11p15.5	11
IDDM3	15q26	15
IDDM4	11q13	11
IDDM5	6q25	6
IDDM6	18q21	18
IDDM7	2q31	2
IDDM8	6q27	6
IDDM9	3q22.3-q25.1	3
IDDM10	10p11-q11	10
IDDM11	14q24.3-q31	14
IDDM12	2q33	2
IDDM13	2q34	2
IDDM14	2q34-q35	2
IDDM15	6q21	6
IDDM16	14q32.32-q32.33	14
IDDM17	10q25	10
IDDM18	5q33-q35	5
IDE	10q23.33	10
IDH1	2q34	2
IDH1-AS1	2q34	2
IDH2	15q26.1	15
IDH2-DT	15q26.1	15
IDH3A	15q25.1	15
IDH3B	20p13	20
IDH3B-DT	20p13	20
IDH3G	Xq28	X
IDI1	10p15.3	10
IDI1P1	2q22.1	2
IDI1P2	8q11.21	8
IDI1P3	20p13	20
IDI2	10p15.3	10
IDI2-AS1	10p15.3	10
IDNK	9q21.32	9
IDO1	8p11.21	8
IDO2	8p11.21	8
IDS	Xq28	X
IDSP1	Xq28	X
IDUA	4p16.3	4
IER2	19p13.13	19
IER3	6p21.33	6
IER3-AS1	6p21.33	6
IER3IP1	18q21.1	18
IER5	1q25.3	1
IER5L	9q34.11	9
IER5L-AS1	9q34.11	9
IFFO1	12p13.31	12
IFFO2	1p36.13	1
IFI4	1	1
IFI6	1p35.3	1
IFI16	1q23.1	1
IFI27	14q32.12	14
IFI27L1	14q32.12	14
IFI27L2	14q32.12	14
IFI30	19p13.11	19
IFI35	17q21.31	17
IFI44	1p31.1	1
IFI44L	1p31.1	1
IFI75	reserved	reserved
IFIH1	2q24.2	2
IFIT1	10q23.31	10
IFIT1B	10q23.31	10
IFIT1P1	13q13.1	13
IFIT2	10q23.31	10
IFIT3	10q23.31	10
IFIT5	10q23.31	10
IFIT6P	10q23.31	10
IFITM1	11p15.5	11
IFITM2	11p15.5	11
IFITM3	11p15.5	11
IFITM3P1	4q13.2	4
IFITM3P2	12p11.21	12
IFITM3P3	6p21.31	6
IFITM3P4	7p11.2	7
IFITM3P5	12q24.12	12
IFITM3P6	12q13.11	12
IFITM3P7	1p36.11	1
IFITM3P8	8q12.2	8
IFITM3P9	2p16.1	2
IFITM4P	6p22.1	6
IFITM5	11p15.5	11
IFITM8P	8q12.3	8
IFITM9P	11q13.3	11
IFITM10	11p15.5	11
IFN1@	9p22	9
IFNA1	9p21.3	9
IFNA2	9p21.3	9
IFNA4	9p21.3	9
IFNA5	9p21.3	9
IFNA6	9p21.3	9
IFNA7	9p21.3	9
IFNA8	9p21.3	9
IFNA10	9p21.3	9
IFNA11P	9p21.3	9
IFNA12P	9p21.3	9
IFNA13	9p21.3	9
IFNA14	9p21.3	9
IFNA16	9p21.3	9
IFNA17	9p21.3	9
IFNA20P	9p21.3	9
IFNA21	9p21.3	9
IFNA22P	9p21.3	9
IFNAR1	21q22.11	21
IFNAR2	21q22.11	21
IFNB1	9p21.3	9
IFNB3	8q24.13	8
IFNE	9p21.3	9
IFNG	12q15	12
IFNG-AS1	12q15	12
IFNGR1	6q23.3	6
IFNGR2	21q22.11	21
IFNK	9p21.2	9
IFNL1	19q13.2	19
IFNL2	19q13.2	19
IFNL3	19q13.2	19
IFNL3P1	19q13.2	19
IFNL4	19q13.2	19
IFNL4P1	19q13.2	19
IFNLR1	1p36.11	1
IFNNP1	9p21.3	9
IFNP23	reserved	reserved
IFNP24	9p22	9
IFNR	16	16
IFNW1	9p21.3	9
IFNWP2	9p21.3	9
IFNWP4	9p21.3	9
IFNWP5	9p21.3	9
IFNWP9	9p21.3	9
IFNWP15	9p21.3	9
IFNWP18	9p21.3	9
IFNWP19	9p21.3	9
IFRD1	7q31.1	7
IFRD2	3p21.31	3
IFT20	17q11.2	17
IFT22	7q22.1	7
IFT25	1p32.3	1
IFT27	22q12.3	22
IFT43	14q24.3	14
IFT46	11q23.3	11
IFT52	20q13.12	20
IFT56	7q34	7
IFT57	3q13.12-q13.13	3
IFT70A	2q31.2	2
IFT70B	2q31.2	2
IFT74	9p21.2	9
IFT74-AS1	9p21.2	9
IFT80	3q25.33	3
IFT81	12q24.11	12
IFT88	13q12.11	13
IFT122	3q21.3-q22.1	3
IFT122P1	3p25.2	3
IFT122P2	3q21.3	3
IFT122P3	3q21.3	3
IFT140	16p13.3	16
IFT172	2p23.3	2
IFTAP	11p12	11
IGAD1	6p21.3	6
IGBP1	Xq13.1	X
IGBP1-AS1	Xq13.1	X
IGBP1-AS2	Xq13.1	X
IGBP1C	17q22	17
IGBP1P1	14q13.2	14
IGBP1P3	3p22.3	3
IGBP1P4	4q21.22	4
IGBP1P5	4p15.2	4
IGDCC3	15q22.31	15
IGDCC4	15q22.31	15
IGER	11q12-q13	11
IGES	5q31.1	5
IGF1	12q23.2	12
IGF1R	15q26.3	15
IGF2	11p15.5	11
IGF2-AS	11p15.5	11
IGF2BP1	17q21.32	17
IGF2BP2	3q27.2	3
IGF2BP2-AS1	3q27.2	3
IGF2BP3	7p15.3	7
IGF2R	6q25.3	6
IGFALS	16p13.3	16
IGFBP-AS1	2q35	2
IGFBP1	7p12.3	7
IGFBP2	2q35	2
IGFBP3	7p12.3	7
IGFBP4	17q21.2	17
IGFBP5	2q35	2
IGFBP6	12q13.13	12
IGFBP7	4q12	4
IGFBP7-AS1	4q12	4
IGFBPL1	9p13.1	9
IGFL1	19q13.32	19
IGFL1P1	19q13.32	19
IGFL1P2	19q13.32	19
IGFL2	19q13.32	19
IGFL2-AS1	19q13.32	19
IGFL3	19q13.32	19
IGFL4	19q13.32	19
IGFLR1	19q13.12	19
IGFN1	1q32.1	1
IGH	14q32.33	14
IGHA1	14q32.33	14
IGHA2	14q32.33	14
IGHD	14q32.33	14
IGHD@	14q32.33	14
IGHD1-1	14q32.33	14
IGHD1-7	14q32.33	14
IGHD1-14	14q32.33	14
IGHD1-20	14q32.33	14
IGHD1-26	14q32.33	14
IGHD1OR15-1A	15q11.2	15
IGHD1OR15-1B	15q11.2	15
IGHD2-2	14q32.33	14
IGHD2-8	14q32.33	14
IGHD2-15	14q32.33	14
IGHD2-21	14q32.33	14
IGHD2OR15-2A	15q11.2	15
IGHD2OR15-2B	15q11.2	15
IGHD3-3	14q32.33	14
IGHD3-9	14q32.33	14
IGHD3-10	14q32.33	14
IGHD3-16	14q32.33	14
IGHD3-22	14q32.33	14
IGHD3OR15-3A	15q11.2	15
IGHD3OR15-3B	15q11.2	15
IGHD4-4	14q32.33	14
IGHD4-11	14q32.33	14
IGHD4-17	14q32.33	14
IGHD4-23	14q32.33	14
IGHD4OR15-4A	15q11.2	15
IGHD4OR15-4B	15q11.2	15
IGHD5-5	14q32.33	14
IGHD5-12	14q32.33	14
IGHD5-18	14q32.33	14
IGHD5-24	14q32.33	14
IGHD5OR15-5A	15q11.2	15
IGHD5OR15-5B	15q11.2	15
IGHD6-6	14q32.33	14
IGHD6-13	14q32.33	14
IGHD6-19	14q32.33	14
IGHD6-25	14q32.33	14
IGHD7-27	14q32.33	14
IGHDOR15@	15q11.2	15
IGHE	14q32.33	14
IGHEP1	14q32.33	14
IGHEP2	9p24.1	9
IGHG1	14q32.33	14
IGHG2	14q32.33	14
IGHG3	14q32.33	14
IGHG4	14q32.33	14
IGHGP	14q32.33	14
IGHJ@	14q32.33	14
IGHJ1	14q32.33	14
IGHJ1P	14q32.33	14
IGHJ2	14q32.33	14
IGHJ2P	14q32.33	14
IGHJ3	14q32.33	14
IGHJ3P	14q32.33	14
IGHJ4	14q32.33	14
IGHJ5	14q32.33	14
IGHJ6	14q32.33	14
IGHM	14q32.33	14
IGHMBP2	11q13.3	11
IGHR	14q32.33	14
IGHV@	14q32.33	14
IGHV1-2	14q32.33	14
IGHV1-3	14q32.33	14
IGHV1-8	14q32.33 not on reference assembly	14
IGHV1-12	14q32.33	14
IGHV1-14	14q32.33	14
IGHV1-17	14q32.33	14
IGHV1-18	14q32.33	14
IGHV1-24	14q32.33	14
IGHV1-38-4	14q32.33 not on reference assembly	14
IGHV1-45	14q32.33	14
IGHV1-46	14q32.33	14
IGHV1-58	14q32.33	14
IGHV1-67	14q32.33	14
IGHV1-68	14q32.33	14
IGHV1-69	14q32.33	14
IGHV1-69-2	14q32.33	14
IGHV1-69D	14q32.33	14
IGHV1-E	14q32.32-q32.33	14
IGHV1OR15-1	15q11.2	15
IGHV1OR15-2	15q11.1	15
IGHV1OR15-3	15q11.2	15
IGHV1OR15-4	15q11.2	15
IGHV1OR15-5	15q11.2 not on reference assembly	15
IGHV1OR15-6	15q11.2	15
IGHV1OR15-9	15q11.1	15
IGHV1OR16-1	16p11.2	16
IGHV1OR16-2	16p11.2	16
IGHV1OR16-3	16p11.2	16
IGHV1OR16-4	16p11.2	16
IGHV1OR21-1	21p11.2	21
IGHV2-5	14q32.33	14
IGHV2-10	14q32.33 not on reference assembly	14
IGHV2-26	14q32.33	14
IGHV2-70	14q32.33	14
IGHV2-70D	14q32.33	14
IGHV2OR16-5	16p11.2	16
IGHV3-6	14q32.33	14
IGHV3-7	14q32.33	14
IGHV3-9	14q32.33	14
IGHV3-11	14q32.33	14
IGHV3-13	14q32.33	14
IGHV3-15	14q32.33	14
IGHV3-16	14q32.33	14
IGHV3-19	14q32.33	14
IGHV3-20	14q32.33	14
IGHV3-21	14q32.33	14
IGHV3-22	14q32.33	14
IGHV3-23	14q32.33	14
IGHV3-25	14q32.33	14
IGHV3-29	14q32.33	14
IGHV3-30	14q32.33	14
IGHV3-30-2	14q32.33	14
IGHV3-30-3	14q32.33 not on reference assembly	14
IGHV3-30-5	14q32.33 not on reference assembly	14
IGHV3-32	14q32.33	14
IGHV3-33	14q32.33	14
IGHV3-33-2	14q32.33	14
IGHV3-35	14q32.33	14
IGHV3-36	14q32.33	14
IGHV3-37	14q32.33	14
IGHV3-38	14q32.33	14
IGHV3-38-3	14q32.33 not on reference assembly	14
IGHV3-41	14q32.33	14
IGHV3-42	14q32.33	14
IGHV3-43	14q32.33	14
IGHV3-43D	14q32.33 not on reference assembly	14
IGHV3-47	14q32.33	14
IGHV3-48	14q32.33	14
IGHV3-49	14q32.33	14
IGHV3-50	14q32.33	14
IGHV3-52	14q32.33	14
IGHV3-53	14q32.33	14
IGHV3-54	14q32.33	14
IGHV3-57	14q32.33	14
IGHV3-60	14q32.33	14
IGHV3-62	14q32.33	14
IGHV3-63	14q32.33	14
IGHV3-64	14q32.33	14
IGHV3-64D	14q32.33	14
IGHV3-65	14q32.33	14
IGHV3-66	14q32.33	14
IGHV3-69-1	14q32.33	14
IGHV3-71	14q32.33	14
IGHV3-72	14q32.33	14
IGHV3-73	14q32.33	14
IGHV3-74	14q32.33	14
IGHV3-75	14q32.33	14
IGHV3-76	14q32.33	14
IGHV3-79	14q32.33	14
IGHV3-G	14q32.32-q32.33	14
IGHV3OR15-7	15q11.2	15
IGHV3OR16-6	16p11.2	16
IGHV3OR16-7	16p11.2	16
IGHV3OR16-8	16p11.2	16
IGHV3OR16-9	16p11.2	16
IGHV3OR16-10	16p11.2	16
IGHV3OR16-11	16p11.2	16
IGHV3OR16-12	16p11.2	16
IGHV3OR16-13	16p11.2	16
IGHV3OR16-14	16p11.2	16
IGHV3OR16-15	16p11.2	16
IGHV3OR16-16	16p11.2	16
IGHV3OR16-17	16p11.2	16
IGHV4-4	14q32.33	14
IGHV4-28	14q32.33	14
IGHV4-30-1	14q32.33	14
IGHV4-30-2	14q32.33	14
IGHV4-30-4	14q32.33 not on reference assembly	14
IGHV4-31	14q32.33 not on reference assembly	14
IGHV4-34	14q32.33	14
IGHV4-38-2	14q32.33 not on reference assembly	14
IGHV4-39	14q32.33	14
IGHV4-55	14q32.33	14
IGHV4-59	14q32.33	14
IGHV4-61	14q32.33	14
IGHV4-80	14q32.33	14
IGHV4OR15-8	15q11.2	15
IGHV5-10-1	14q32.33	14
IGHV5-51	14q32.33	14
IGHV5-78	14q32.33	14
IGHV6-1	14q32.33	14
IGHV7-4-1	14q32.33	14
IGHV7-27	14q32.33	14
IGHV7-34-1	14q32.33	14
IGHV7-40	14q32.33	14
IGHV7-56	14q32.33	14
IGHV7-81	14q32.33	14
IGHV8-51-1	14q32.33	14
IGHVII-1-1	14q32.33	14
IGHVII-15-1	14q32.33	14
IGHVII-20-1	14q32.33	14
IGHVII-22-1	14q32.33	14
IGHVII-26-2	14q32.33	14
IGHVII-28-1	14q32.33	14
IGHVII-30-1	14q32.33	14
IGHVII-30-21	14q32.33	14
IGHVII-31-1	14q32.33 not on reference assembly	14
IGHVII-33-1	14q32.33	14
IGHVII-40-1	14q32.33	14
IGHVII-43-1	14q32.33	14
IGHVII-44-2	14q32.33	14
IGHVII-46-1	14q32.33	14
IGHVII-49-1	14q32.33	14
IGHVII-51-2	14q32.33	14
IGHVII-53-1	14q32.33	14
IGHVII-60-1	14q32.33	14
IGHVII-62-1	14q32.33	14
IGHVII-65-1	14q32.33	14
IGHVII-67-1	14q32.33	14
IGHVII-74-1	14q32.33	14
IGHVII-78-1	14q32.33	14
IGHVIII-2-1	14q32.33	14
IGHVIII-5-1	14q32.33	14
IGHVIII-5-2	14q32.33	14
IGHVIII-11-1	14q32.33	14
IGHVIII-13-1	14q32.33	14
IGHVIII-16-1	14q32.33	14
IGHVIII-22-2	14q32.33	14
IGHVIII-25-1	14q32.33	14
IGHVIII-26-1	14q32.33	14
IGHVIII-38-1	14q32.33	14
IGHVIII-44	14q32.33	14
IGHVIII-47-1	14q32.33	14
IGHVIII-67-2	14q32.33	14
IGHVIII-67-3	14q32.33	14
IGHVIII-67-4	14q32.33	14
IGHVIII-76-1	14q32.33	14
IGHVIII-82	14q32.33	14
IGHVIV-44-1	14q32.33	14
IGHVOR15@	15q11.2	15
IGHVOR16@	16p11.2	16
IGIP	5q31.3	5
IGK	2p11.2	2
IGKC	2p11.2	2
IGKDEL	2q11-q13	2
IGKJ@	2p11.2	2
IGKJ1	2p11.2	2
IGKJ2	2p11.2	2
IGKJ3	2p11.2	2
IGKJ4	2p11.2	2
IGKJ5	2p11.2	2
IGKV@	2p11.2	2
IGKV1-5	2p11.2	2
IGKV1-6	2p11.2	2
IGKV1-8	2p11.2	2
IGKV1-9	2p11.2	2
IGKV1-12	2p11.2	2
IGKV1-13	2p11.2	2
IGKV1-16	2p11.2	2
IGKV1-17	2p11.2	2
IGKV1-22	2p11.2	2
IGKV1-27	2p11.2	2
IGKV1-32	2p11.2	2
IGKV1-33	2p11.2	2
IGKV1-35	2p11.2	2
IGKV1-37	2p11.2	2
IGKV1-39	2p11.2	2
IGKV1D-8	2p11.2	2
IGKV1D-12	2p11.2	2
IGKV1D-13	2p11.2	2
IGKV1D-16	2p11.2	2
IGKV1D-17	2p11.2	2
IGKV1D-22	2p11.2	2
IGKV1D-27	2p11.2	2
IGKV1D-32	2p11.2	2
IGKV1D-33	2p11.2	2
IGKV1D-35	2p11.2	2
IGKV1D-37	2p11.2	2
IGKV1D-39	2p11.2	2
IGKV1D-42	2p11.2	2
IGKV1D-43	2p11.2	2
IGKV1OR-2	9q13	9
IGKV1OR-3	9q12	9
IGKV1OR-4	reserved	reserved
IGKV1OR1-1	1q21.1	1
IGKV1OR2-0	2p11.2	2
IGKV1OR2-1	2p11.1	2
IGKV1OR2-2	2p11.1	2
IGKV1OR2-3	2q11.2	2
IGKV1OR2-6	2q11.2	2
IGKV1OR2-9	2q11.2	2
IGKV1OR2-11	2q11.2	2
IGKV1OR2-108	2q12-q14	2
IGKV1OR2-118	2p11.2	2
IGKV1OR9-1	9q21.11	9
IGKV1OR9-2	9p12	9
IGKV1OR10-1	10q11.21	10
IGKV1OR15-118	15 not on reference assembly	15 not on reference assembly
IGKV1OR22-1	22q11.1	22
IGKV1OR22-5	22q11	22
IGKV1OR22-5A	22q11	22
IGKV1ORY-1	Yq11.21	Y
IGKV2-4	2p11.2	2
IGKV2-10	2p11.2	2
IGKV2-14	2p11.2	2
IGKV2-18	2p11.2	2
IGKV2-19	2p11.2	2
IGKV2-23	2p11.2	2
IGKV2-24	2p11.2	2
IGKV2-26	2p11.2	2
IGKV2-28	2p11.2	2
IGKV2-29	2p11.2	2
IGKV2-30	2p11.2	2
IGKV2-36	2p11.2	2
IGKV2-38	2p11.2	2
IGKV2-40	2p11.2	2
IGKV2D-10	2p11.2	2
IGKV2D-14	2p11.2	2
IGKV2D-18	2p11.2	2
IGKV2D-19	2p11.2	2
IGKV2D-23	2p11.2	2
IGKV2D-24	2p11.2	2
IGKV2D-26	2p11.2	2
IGKV2D-28	2p11.2	2
IGKV2D-29	2p11.2	2
IGKV2D-30	2p11.2	2
IGKV2D-36	2p11.2	2
IGKV2D-38	2p11.2	2
IGKV2D-40	2p11.2	2
IGKV2OR2-1	2q11.2	2
IGKV2OR2-1A	2pter-qter	2
IGKV2OR2-2	2q11.2	2
IGKV2OR2-4	2q11.2	2
IGKV2OR2-7	2q11.2	2
IGKV2OR2-7D	2q11.2	2
IGKV2OR2-8	2q11.2	2
IGKV2OR2-10	2q11.2	2
IGKV2OR22-3	22q11.1	22
IGKV2OR22-4	22q11.1	22
IGKV3-7	2p11.2	2
IGKV3-11	2p11.2	2
IGKV3-15	2p11.2	2
IGKV3-20	2p11.2	2
IGKV3-25	2p11.2	2
IGKV3-31	2p11.2	2
IGKV3-34	2p11.2	2
IGKV3D-7	2p11.2	2
IGKV3D-11	2p11.2	2
IGKV3D-15	2p11.2	2
IGKV3D-20	2p11.2	2
IGKV3D-25	2p11.2	2
IGKV3D-31	2p11.2	2
IGKV3D-34	2p11.2	2
IGKV3OR2-5	2q11.2	2
IGKV3OR2-268	2p12	2
IGKV3OR2-268A	2p11.2	2
IGKV3OR22-2	22q11.1	22
IGKV4-1	2p11.2	2
IGKV5-2	2p11.2	2
IGKV6-21	2p11.2	2
IGKV6D-21	2p11.2	2
IGKV6D-41	2p11.2	2
IGKV7-3	2p11.2	2
IGKVOR2@	2cen-q11	2cen-
IGL	22q11.2	22
IGLC@	22q11.2	22
IGLC1	22q11.22	22
IGLC2	22q11.22	22
IGLC3	22q11.22	22
IGLC4	22q11.22	22
IGLC5	22q11.22	22
IGLC6	22q11.22	22
IGLC7	22q11.22	22
IGLCOR22-1	22q12.2-q12.3	22
IGLCOR22-2	22q12.2-q12.3	22
IGLJ@	22q11.2	22
IGLJ1	22q11.22	22
IGLJ2	22q11.22	22
IGLJ3	22q11.22	22
IGLJ4	22q11.22	22
IGLJ5	22q11.22	22
IGLJ6	22q11.22	22
IGLJ7	22q11.22	22
IGLJCOR18	18p11.31	18
IGLL1	22q11.23	22
IGLL2P	22q11.23	22
IGLL3P	22q11.23	22
IGLL4P	22q11.21	22
IGLL5	22q11.22	22
IGLON5	19q13.41	19
IGLP1	6p21.3	6
IGLP2	6p21.3	6
IGLV@	22q11.2	22
IGLV1-36	22q11.22	22
IGLV1-40	22q11.22	22
IGLV1-41	22q11.22	22
IGLV1-44	22q11.22	22
IGLV1-47	22q11.22	22
IGLV1-50	22q11.22	22
IGLV1-51	22q11.22	22
IGLV1-62	22q11.22	22
IGLV2-5	22q11.22	22
IGLV2-8	22q11.22	22
IGLV2-11	22q11.22	22
IGLV2-14	22q11.22	22
IGLV2-18	22q11.22	22
IGLV2-23	22q11.22	22
IGLV2-28	22q11.22	22
IGLV2-33	22q11.22	22
IGLV2-34	22q11.22	22
IGLV3-1	22q11.22	22
IGLV3-2	22q11.22	22
IGLV3-4	22q11.22	22
IGLV3-6	22q11.22	22
IGLV3-7	22q11.22	22
IGLV3-9	22q11.22	22
IGLV3-10	22q11.22	22
IGLV3-12	22q11.22	22
IGLV3-13	22q11.22	22
IGLV3-15	22q11.22	22
IGLV3-16	22q11.22	22
IGLV3-17	22q11.22	22
IGLV3-19	22q11.22	22
IGLV3-21	22q11.22	22
IGLV3-22	22q11.22	22
IGLV3-24	22q11.22	22
IGLV3-25	22q11.22	22
IGLV3-26	22q11.22	22
IGLV3-27	22q11.22	22
IGLV3-29	22q11.22	22
IGLV3-30	22q11.22	22
IGLV3-31	22q11.22	22
IGLV3-32	22q11.22	22
IGLV4-3	22q11.22	22
IGLV4-60	22q11.22	22
IGLV4-69	22q11.22	22
IGLV5-37	22q11.22	22
IGLV5-39	22q11.2 alternate reference locus	22
IGLV5-45	22q11.22	22
IGLV5-48	22q11.22	22
IGLV5-52	22q11.22	22
IGLV6-57	22q11.22	22
IGLV7-35	22q11.22	22
IGLV7-43	22q11.22	22
IGLV7-46	22q11.22	22
IGLV8-61	22q11.22	22
IGLV8OR8-1	8q11.21	8
IGLV9-49	22q11.22	22
IGLV10-54	22q11.22	22
IGLV10-67	22q11.22	22
IGLV11-55	22q11.22	22
IGLVI-20	22q11.22	22
IGLVI-38	22q11.22	22
IGLVI-42	22q11.22	22
IGLVI-56	22q11.22	22
IGLVI-63	22q11.22	22
IGLVI-68	22q11.22	22
IGLVI-70	22q11.22	22
IGLVIV-53	22q11.22	22
IGLVIV-59	22q11.22	22
IGLVIV-64	22q11.22	22
IGLVIV-65	22q11.22	22
IGLVIV-66-1	22q11.22	22
IGLVIVOR22-1	22q11.2-q12.1	22
IGLVIVOR22-2	22q12.2-q12.3	22
IGLVV-58	22q11.22	22
IGLVV-66	22q11.22	22
IGLVVI-22-1	22q11.22	22
IGLVVI-25-1	22q11.22	22
IGLVVII-41-1	22q11.22	22
IGSF1	Xq25	X
IGSF3	1p13.1	1
IGSF3P1	13q11	13
IGSF3P2	2p11.2	2
IGSF5	21q22.2	21
IGSF6	16p12.2	16
IGSF8	1q23.2	1
IGSF9	1q23.2	1
IGSF9B	11q25	11
IGSF10	3q25.1	3
IGSF11	3q13.32	3
IGSF11-AS1	3q13.32	3
IGSF21	1p36.13	1
IGSF21-AS1	1p36.13	1
IGSF22	11p15.1	11
IGSF22-AS1	11p15.1	11
IGSF23	19q13.31	19
IHG1	X	X
IHH	2q35	2
IHO1	3p21.31	3
II	6pter	6
IK	5q31.3	5
IKBIP	12q23.1	12
IKBKAP-IT1	9q31.3	9
IKBKB	8p11.21	8
IKBKB-DT	8p11.21	8
IKBKE	1q32.1	1
IKBKE-AS1	1q32.1	1
IKBKG	Xq28	X
IKBKGP1	Xq28	X
IKZF1	7p12.2	7
IKZF2	2q34	2
IKZF3	17q12-q21.1	17
IKZF4	12q13.2	12
IKZF5	10q26.13	10
IL1A	2q14.1	2
IL1B	2q14.1	2
IL1F10	2q14.1	2
IL1R1	2q11.2-q12.1	2
IL1R1-AS1	2q12.1	2
IL1R2	2q11.2	2
IL1RAP	3q28	3
IL1RAPL1	Xp21.3-p21.2	X
IL1RAPL2	Xq22.3	X
IL1RL1	2q12.1	2
IL1RL2	2q12.1	2
IL1RN	2q14.1	2
IL2	4q27	4
IL2RA	10p15.1	10
IL2RB	22q12.3	22
IL2RG	Xq13.1	X
IL3	5q31.1	5
IL3RA	Xp22.3 and Yp13.3	X
IL4	5q31.1	5
IL4I1	19q13.33	19
IL4R	16p12.1	16
IL5	5q31.1	5
IL5RA	3p26.2	3
IL6	7p15.3	7
IL6-AS1	7p15.3	7
IL6R	1q21.3	1
IL6R-AS1	1q21.3	1
IL6RP1	9q22.2	9
IL6ST	5q11.2	5
IL6ST-DT	5q11.2	5
IL6ST2	reserved	reserved
IL6STP1	17p12	17
IL7	8q21.13	8
IL7R	5p13.2	5
IL9	5q31.1	5
IL9R	Xq28 and Yq12	X
IL9RP1	9q34.3	9
IL9RP2	10p15.3	10
IL9RP3	16p13.3	16
IL9RP4	18p11.32	18
IL10	1q32.1	1
IL10RA	11q23.3	11
IL10RB	21q22.11	21
IL10RB-DT	21q22.11	21
IL11	19q13.42	19
IL11RA	9p13.3	9
IL11RB	reserved	reserved
IL12A	3q25.33	3
IL12A-AS1	3q25.33	3
IL12B	5q33.3	5
IL12RB1	19p13.11	19
IL12RB2	1p31.3	1
IL13	5q31.1	5
IL13RA1	Xq24	X
IL13RA2	Xq23	X
IL15	4q31.21	4
IL15RA	10p15.1	10
IL15RB	reserved	reserved
IL16	15q25.1	15
IL17A	6p12.2	6
IL17B	5q32	5
IL17C	16q24.2	16
IL17D	13q12.11	13
IL17F	6p12.2	6
IL17RA	22q11.1	22
IL17RB	3p21.1	3
IL17RC	3p25.3	3
IL17RD	3p14.3	3
IL17RE	3p25.3	3
IL17REL	22q13.33	22
IL18	11q23.1	11
IL18BP	11q13.4	11
IL18R1	2q12.1	2
IL18RAP	2q12.1	2
IL19	1q32.1	1
IL20	1q32.1	1
IL20RA	6q23.3	6
IL20RB	3q22.3	3
IL20RB-AS1	3q22.3	3
IL21	4q27	4
IL21-AS1	4q27	4
IL21R	16p12.1	16
IL21R-AS1	16p12.1	16
IL22	12q15	12
IL22RA1	1p36.11	1
IL22RA2	6q23.3	6
IL23A	12q13.3	12
IL23R	1p31.3	1
IL24	1q32.1	1
IL25	14q11.2	14
IL26	12q15	12
IL27	16p12.1-p11.2	16
IL27RA	19p13.12	19
IL31	12q24.31	12
IL31RA	5q11.2	5
IL32	16p13.3	16
IL33	9p24.1	9
IL34	16q22.1	16
IL36A	2q14.1	2
IL36B	2q14.1	2
IL36G	2q14.1	2
IL36RN	2q14.1	2
IL37	2q14.1	2
ILDR1	3q13.33	3
ILDR2	1q24.1	1
ILF2	1q21.3	1
ILF2P1	3p14.1	3
ILF2P2	14q13.2	14
ILF3	19p13.2	19
ILF3-DT	19p13.2	19
ILF3L	reserved	reserved
ILK	11p15.4	11
ILKAP	2q37.3	2
ILRUN	6p21.31	6
ILRUN-AS1	6p21.31	6
ILRUNP1	2q12.2	2
ILVBL	19p13.12	19
ILVBL-AS1	19p13.12	19
IMMP1L	11p13	11
IMMP1LP1	11q13.1	11
IMMP1LP2	12q24.13	12
IMMP1LP3	7p22.3	7
